comment,date,day,time
Silver Soriano i dont remember when he scores against real madrid :0,2023-10-28,Saturday,00:00:00
Yeah I remember they won the Bundesliga that season 🥱,2023-10-28,Saturday,00:00:00
SA MI almost but not,2023-10-28,Saturday,00:00:00
SA MI they didn't...,2023-10-28,Saturday,00:00:00
Abie Pepple he was joking 😹,2023-10-28,Saturday,00:00:00
SA MI 😂😂😂😂,2023-10-28,Saturday,00:00:00
SA MI where,2023-10-28,Saturday,00:00:00
SA MI no,2023-10-28,Saturday,00:00:00
And Sancho as well. The difference is that Sancho is being wasted at Manure United while Haaaland and Bellingham are being used in their clubs.,2023-10-28,Saturday,00:00:00
That's true,2023-10-28,Saturday,00:00:00
Noise Castro Vawulence Lord....😂😂🤣🤣,2023-10-28,Saturday,00:00:00
Noise CastroNoise CastroNoise Castro You're claiming and don't even got a clue what's happening.,2023-10-28,Saturday,00:00:00
Noise CastroNoise CastroNoise Castro and they where both wasted in Dortmund,2023-10-28,Saturday,00:00:00
Noise Castro same happened to Kagawa before. Excellent at BVB but after ManU his career declined…,2023-10-28,Saturday,00:00:00
"Noise Castro and Aubamayeng was destroyed by Man United too?\nYou can't stay without mentioning United because it is your nightmare. You see somebody that's not serious with life and you are blaming the club, is Southgate a United coach too?",2023-10-28,Saturday,00:00:00
Noise Castro wasted ?\nSomeone that has not been able to perform from the start...\n\nFraud.,2023-10-28,Saturday,00:00:00
Noise Castro please Sancho has always been an average player even at Dortmund...it's\nthe media that made Sancho look good...,2023-10-28,Saturday,00:00:00
Noise Castro being wasted or he wasted himself 😒\n\nWhy does he have 12 goals in 80+ games,2023-10-28,Saturday,00:00:00
Bamiyo Ayeni Manchester United have bad players average players so how do you think sancho will score more goals when you have Cam who is average and selfish????,2023-10-28,Saturday,00:00:00
"Bamiyo Ayeni they wasted him\nMan unt is not a club to go and shine currently,they kill career faster than death",2023-10-28,Saturday,00:00:00
Noise Castro the level of discipline of haaland and Bellingham can't be compared to that of Sancho ...,2023-10-28,Saturday,00:00:00
This were Sancho's team mate,2023-10-28,Saturday,00:00:00
Vivian Aniviv e do Reus,2023-10-28,Saturday,00:00:00
Vivian Aniviv 🤣🤣,2023-10-28,Saturday,00:00:00
"Vivian Aniviv This goes on to say everyone may have the same beginning but different destiny, This two had dreams of playing the biggest clubs but Sancho choose Old Trafford to retire early 💀💀",2023-10-28,Saturday,00:00:00
Vivian Aniviv @,2023-10-28,Saturday,00:00:00
Vivian Aniviv now u can understand MU.,2023-10-28,Saturday,00:00:00
Borussia Dortmund has produced a lot of quality players,2023-10-28,Saturday,00:00:00
Chuks Kenedith it has produced none 😁😁😁it only buys when they see a young player from another club doing better...like grabbing Halland from RB Salsburg and Bellingham from Birmingham...te\nll me one player who came from Dortmund academy,2023-10-28,Saturday,00:00:00
"Chuks Kenedith We don't produce, we only have eagle 👀 scouts and and great springboard project that attracts them.",2023-10-28,Saturday,00:00:00
Joseph Asuke Are you a Dortmund fan? 😳,2023-10-28,Saturday,00:00:00
Benjamin Goben Yeah! A diehard one. Barça and Dortmund.,2023-10-28,Saturday,00:00:00
"Joseph Asuke It's normal to like two club, I thought you only support Dortmund..",2023-10-28,Saturday,00:00:00
"Benjamin Goben No. I support FCB, BVB and Golden State Warriors (basketball)",2023-10-28,Saturday,00:00:00
Chuks Kenedith neither Bellingham or Haarland were a product of there youth system ..\nThey have a good recruitment team and a policy of paying healthy wages to very young players,2023-10-28,Saturday,00:00:00
"Chuks Kenedith Countless... same,as Ajax",2023-10-28,Saturday,00:00:00
"Chuks Kenedith they didn't produce anyone.. Haaland was doing very well in salzburg and top scorer in Austrian league when they bought him, Bellingham was bought from Birmingham. Haaland only spend 2 seasons in dortmond",2023-10-28,Saturday,00:00:00
Chuks Kenedith Jude?? Made in Birmingham,2023-10-28,Saturday,00:00:00
Fidex Ogheneakoke are the two of them the only players from there?,2023-10-28,Saturday,00:00:00
"Before they worth nothing, borussia Dortmund is the team that made them worth much today.",2023-10-28,Saturday,00:00:00
Chuks Kenedith the post is about 2 of them,2023-10-28,Saturday,00:00:00
And my comment is not about the two of them,2023-10-28,Saturday,00:00:00
Fidex Ogheneakoke my comment is about the club,2023-10-28,Saturday,00:00:00
Chuks Kenedith yes lewa is the one of them👌,2023-10-28,Saturday,00:00:00
Chuks Kenedith True but they never produced Bellingham and Haaland,2023-10-28,Saturday,00:00:00
Chuks Kenedith They were both bought - not produced,2023-10-28,Saturday,00:00:00
Chuks Kenedith both players came from other clubs lad,2023-10-28,Saturday,00:00:00
"Laurence Robert Mitchell and where did they made their name, what was their worth before coming to borussia Dortmund, and what is worth when living borussia Dortmund.",2023-10-28,Saturday,00:00:00
Chuks Kenedith that's called development,2023-10-28,Saturday,00:00:00
"Chuks Kenedith although correct in what you're saying, you are aware that Dortmund didn't produce Haaland and/or Bellingham right?",2023-10-28,Saturday,00:00:00
"Chuks Kenedith you mean Sancho, AUB and so many more",2023-10-28,Saturday,00:00:00
Chuks Kenedith produced how? They were complete players when they arrived there just that they were still youngsters for big teams they needed game time to adapt,2023-10-28,Saturday,00:00:00
Chuks Kenedith But they didn't produce Haaland,2023-10-28,Saturday,00:00:00
Chuks Kenedith not Sancho,2023-10-28,Saturday,00:00:00
Chuks Kenedith not those mentioned cause not from Academy,2023-10-28,Saturday,00:00:00
Chuks Kenedith And losed to Bayern anyway.,2023-10-28,Saturday,00:00:00
Chuks Kenedith Bellingham was known at Birmingham before Dortmund,2023-10-28,Saturday,00:00:00
They also had sancho but we all see how that’s turning out but they always get amazing young players and develop them well .,2023-10-28,Saturday,00:00:00
Ramon Pfi Nelson please Sancho has always been an average player even at Dortmund...it's\nthe media that made Sancho look good...,2023-10-28,Saturday,00:00:00
Howard Chapinda how please? You don't like manchester that's why you are saying. How an average player will provide 20+ assists score more than 15 goals in season at bundesliga alone???? How please,2023-10-28,Saturday,00:00:00
"JoeLax P Joseph a good example of a fluke, go watch his Dortmund highlights and tell me he was anywhere near being an exceptional talent",2023-10-28,Saturday,00:00:00
"Ramon Pfi Nelson if Sancho leaves man you, he will rediscover himself.",2023-10-28,Saturday,00:00:00
And yet they didn't win tomatoes cup 😁,2023-10-28,Saturday,00:00:00
James T. Worquea they won trophy,2023-10-28,Saturday,00:00:00
James T. Worquea they won trophies but always bottled the league,2023-10-28,Saturday,00:00:00
James T. Worquea werey 😆,2023-10-28,Saturday,00:00:00
James T. Worquea bottlers,2023-10-28,Saturday,00:00:00
James T. Worquea is that the league title called in your country? 🤔,2023-10-28,Saturday,00:00:00
James T. Worquea Bayern doesn't let the poor breath.,2023-10-28,Saturday,00:00:00
Coz they allow young talented players more playing time,2023-10-28,Saturday,00:00:00
And they couldn't stop Bayern?? 😅😅😅,2023-10-28,Saturday,00:00:00
Tombe Richard same way barca couldn't stop then too\n\n8:2 ring a bell??😏,2023-10-28,Saturday,00:00:00
Tombe Richard Bayern na spirit oo,2023-10-28,Saturday,00:00:00
Tombe Richardyou know Bayern bro ..from keeper to substitutes,2023-10-28,Saturday,00:00:00
"Tombe Richard ,they would have stopped Bayern dominant but always sold out there star players ,even most time to their arvh rival Bayern",2023-10-28,Saturday,00:00:00
Tombe Richard bcause of sancho,2023-10-28,Saturday,00:00:00
Tombe Richard u mean super dooper bundes dream team bayern,2023-10-28,Saturday,00:00:00
"At Dortmund they played him too deep ,he didnt score often,i think it also has to do with good coaching.Ancele\ntt has unlocked a beast in him",2023-10-28,Saturday,00:00:00
Brian Kaumbembe he is a middfielder man,2023-10-28,Saturday,00:00:00
Yah he is too good,2023-10-28,Saturday,00:00:00
Jude was doing all dirty work in the midfield and key passes till the second half of last season started training himself on scoring then move to real,2023-10-28,Saturday,00:00:00
Brian Kaumbembe and Chelsea too,2023-10-28,Saturday,00:00:00
Brian Kaumbembeat Dortmund he was being played as a defensive midfielder or central midfielder,2023-10-28,Saturday,00:00:00
Brian Kaumbembe there's no how a club will have a standing CF and the attacking midfielder will be open to goal\nhe's only scoring in Madrid just because they haven't gotten a CF\nHe will stop scoring always when Madrid got a striker\nIf you watch their you will know the guy is doing a CF work,2023-10-28,Saturday,00:00:00
Brian Kaumbembe i agree you comment you can't always score when you play too deep,2023-10-28,Saturday,00:00:00
"Brian Kaumbembe for a midfielder, the rate at which he was scoring at Dortmund and when seeing his age back then, it was pretty much.\nIs just that now at Madrid, he scores too much.",2023-10-28,Saturday,00:00:00
Brian Kaumbembe\nJust like in England squad,2023-10-28,Saturday,00:00:00
Ok,2023-10-28,Saturday,00:00:00
Yet couldn't win their league title 🏆,2023-10-28,Saturday,00:00:00
"Kingsley Iserhienrhien You Can Say that Again ,They Ran out of Steam on the last Day of the league and were left Nursing Heartbreaks kkkkkk",2023-10-28,Saturday,00:00:00
Kingsley Iserhienrhien they were not experienced players that time nah\nLet us face fact 🙄,2023-10-28,Saturday,00:00:00
BVB is such a blessed FC club,2023-10-28,Saturday,00:00:00
And couldn't win the Bundelisga,2023-10-28,Saturday,00:00:00
Anye Joshua musiala is in germany brother,2023-10-28,Saturday,00:00:00
Anye Joshua coz there are some bigger farmers there,2023-10-28,Saturday,00:00:00
They would have been unstoppable by now,2023-10-28,Saturday,00:00:00
"Most great players pass through Dortmund, From Gotze, Aubamayeng, Lewandoski to Gundogan, Haaland, and Bellingham and still Kevin De Bryan",2023-10-28,Saturday,00:00:00
Mathias Rusere de bruyne ?\n\nHe doesn’t even now where Dortmund is,2023-10-28,Saturday,00:00:00
Mathias Rusere Kelvin debryune??? Wtf😂💀,2023-10-28,Saturday,00:00:00
"Mathias Rusere de bruyne didn't play in dormund, he played in Wolfsburg",2023-10-28,Saturday,00:00:00
Mathias Rusere Kevin has never played for Dortmund mate.....he was in werder Bremen on loan from Chelsea before joining vfl Wolfsburg in 2014,2023-10-28,Saturday,00:00:00
"Mathias Rusere Not KDB.., it's Dembele",2023-10-28,Saturday,00:00:00
Mathias Rusere Kevin de bryne never played for Dortmund,2023-10-28,Saturday,00:00:00
Kdb was signed by man city from Wolfsburg,2023-10-28,Saturday,00:00:00
Mathias Rusere ousmane dembele also,2023-10-28,Saturday,00:00:00
Kelvin de brune went through Wolfsburg not Borusia,2023-10-28,Saturday,00:00:00
Mathias Rusere who is Kevin de Bryan?,2023-10-28,Saturday,00:00:00
Mathias RusereMathias Rusere what pipe you smoked cause kevin dy bryne never played for dortmund he only played for wolfsburge,2023-10-28,Saturday,00:00:00
Mathias Rusere Kevin DB? Hope is Dembele,2023-10-28,Saturday,00:00:00
Mathias Rusere kdb never played for dvb,2023-10-28,Saturday,00:00:00
Mathias Rusere KDB never played for BVB,2023-10-28,Saturday,00:00:00
Mathias Rusere i agree but Kevin De Bruyne has never played in Dortmund he came from Wolfsburg,2023-10-28,Saturday,00:00:00
Mathias Rusere na Wolfsburg man,2023-10-28,Saturday,00:00:00
Mathias Rusere kdb how???,2023-10-28,Saturday,00:00:00
"Mathias Rusere Kevin De Bryan, how come I did not know him? 😆😆😆",2023-10-28,Saturday,00:00:00
Mathias Rusere KDB when?,2023-10-28,Saturday,00:00:00
Mathias Rusere and Dembele 😂,2023-10-28,Saturday,00:00:00
Mathias Rusere and Dembele,2023-10-28,Saturday,00:00:00
Sancho included,2023-10-28,Saturday,00:00:00
KDB has never played for BVB,2023-10-28,Saturday,00:00:00
Mathias Rusere Ozil. I thought Kavin played for Wolfburg,2023-10-28,Saturday,00:00:00
Mathias Rusere Kevin played for Wolfsburg,2023-10-28,Saturday,00:00:00
Mathias Rusere the latter was in Wolfsburg as I can recall!!!!,2023-10-28,Saturday,00:00:00
"Doutmund, Ajax, Brigton, Monaco, are in the same port , they sell all their quality and start suffering",2023-10-28,Saturday,00:00:00
"Ãl Kãbs there was a season Monaco beat City in UCL, and the next transfer window sold most of their first team players 😂😂",2023-10-28,Saturday,00:00:00
Adedeji Ayodele Alloy very useless clubs,2023-10-28,Saturday,00:00:00
"Ãl Kãbs useless as fuvk, Dortmund just dey sell their players give Bayern 😂\n\nBayern dey use am collect league 😂😂",2023-10-28,Saturday,00:00:00
"That's why they won the CL back to back, Bundesliga for six consecutive times, club world cup back to back. Great guys.",2023-10-28,Saturday,00:00:00
Chinda M Brian wen,2023-10-28,Saturday,00:00:00
Frankie Barry you're right,2023-10-28,Saturday,00:00:00
Chinda M Brian comrade why you do this😂😂😂,2023-10-28,Saturday,00:00:00
Borussia is a factory of great players,2023-10-28,Saturday,00:00:00
Carlos Cervantes 100%,2023-10-28,Saturday,00:00:00
They also had Lewandowski and Aubameyang in the same team!,2023-10-28,Saturday,00:00:00
Worlanyo Agbemafoh they didn't play with Lewan though,2023-10-28,Saturday,00:00:00
Bethel Offixial read the comment again. I was talking about Auba and Lewandowski era akin to the initial statement.,2023-10-28,Saturday,00:00:00
"Worlanyo Agbemafoh And Gundogan, Rues..",2023-10-28,Saturday,00:00:00
Alfonso Morata Immobile and Goetz.,2023-10-28,Saturday,00:00:00
"At the age of 5, I hawked groundnut, my parents threw me out of the house. I managed to train myself in secondary school and tertiary institution. Today, I own, 12 countries, 74 hotels, 177cars and even 9mobile.\nIf I can do it, you too can do it ☺️",2023-10-28,Saturday,00:00:00
Festa lingard how come you own 12 countries ? Weed is not your mate,2023-10-28,Saturday,00:00:00
Adewole Oluwaseun\nNa everything una go dey take serious. You are supposed to know it's a joke,2023-10-28,Saturday,00:00:00
"Damilola Olowolaju no mind am,\nRich man pikin go take am serious",2023-10-28,Saturday,00:00:00
Festa lingard Change your supplier 😂,2023-10-28,Saturday,00:00:00
People just dey this Facebook...weti\nn be this again.....,2023-10-28,Saturday,00:00:00
Dortmund\nProduces cream:\nCoach Jurgen kloop\n\nplayers\nLewandowski\nGotze\nReus\nHummels\nGundogan\nKagawa\nAubameyang\nHaaland\nBellingham\nPerisic\nSancho,2023-10-28,Saturday,00:00:00
Dee Emerick don’t forget Isaks on that list,2023-10-28,Saturday,00:00:00
Dee Emerick where is pulisic,2023-10-28,Saturday,00:00:00
Dee Emerick i see why sanco is last,2023-10-28,Saturday,00:00:00
Dee Emerick plus Dembele and mhkytaryan,2023-10-28,Saturday,00:00:00
"Dee Emerick Sahin, Dembele,immobil\ne,pulisic......\n.",2023-10-28,Saturday,00:00:00
Dee Emerick and immobile,2023-10-28,Saturday,00:00:00
Dee Emerick Dembélé,2023-10-28,Saturday,00:00:00
Christian pulisic,2023-10-28,Saturday,00:00:00
Even Tuchel was here,2023-10-28,Saturday,00:00:00
"Dee Emerick Isak, Akanji, Hakimi",2023-10-28,Saturday,00:00:00
Yeah that season they dominated and won the Bundesliga title,2023-10-28,Saturday,00:00:00
Nkisu they never did,2023-10-28,Saturday,00:00:00
Nkisu we lost it final day,2023-10-28,Saturday,00:00:00
Nkisu they never won bundesliga,2023-10-28,Saturday,00:00:00
"Nkisu almost, but it's a pain that they failed in the last match",2023-10-28,Saturday,00:00:00
Nkisu which year?,2023-10-28,Saturday,00:00:00
Nkisu lol,2023-10-28,Saturday,00:00:00
Nkisu\nFor here?,2023-10-28,Saturday,00:00:00
South Africa Won!!!,2023-10-28,Saturday,00:00:00
Kgosi Chrofit Kebafithetse I post football updates and livescores daily i would love you to follow and enjoy our style of updates\nSlide into our profile and see for ur self,2023-10-28,Saturday,00:00:00
Kgosi Chrofit Kebafithetse o shapo??,2023-10-28,Saturday,00:00:00
Kgosi Chrofit Kebafithetse\nLOUDER‼️😂😂🇿🇦🔥,2023-10-28,Saturday,00:00:00
This is the well run team in the world which continues to produce the best talent at less cost and makes urge profits on player sales,2023-10-28,Saturday,00:00:00
And they said Bundesliga is a farmers league?,2023-10-28,Saturday,00:00:00
And they won nothing.,2023-10-28,Saturday,00:00:00
Hartänto Jöni they did win the dfb pokal.,2023-10-28,Saturday,00:00:00
Hartänto Jöni nothing?🤔,2023-10-28,Saturday,00:00:00
What matters now is South Africa are now Rugby world cup champions again❤️🇿🇦🔥🔥🔥,2023-10-28,Saturday,00:00:00
Kamva Florentino Zide congratulations\nto them,2023-10-28,Saturday,00:00:00
Chris Wilson Thank you brother,2023-10-28,Saturday,00:00:00
Kamva Florentino Zide the eat too much gold,2023-10-28,Saturday,00:00:00
And Tyson Fury the Champ,2023-10-28,Saturday,00:00:00
Shuenyane Arthur Nyathi Maybe it matters to Americans,2023-10-28,Saturday,00:00:00
"Kamva Florentino Zide congratulations\ntoo us Africans 😎🥳🥳, thank you South Africa",2023-10-28,Saturday,00:00:00
Adamson Opeyemi Yes my Lagos brother❤️😂😂,2023-10-28,Saturday,00:00:00
Still Man u went for River Jordan chai,2023-11-07,Tuesday,00:00:00
The pain went to Barcelona 😂😂,2023-10-28,Saturday,00:00:00
Imagine if Haaland join Real Madrid next season🤔,2023-10-28,Saturday,00:00:00
QN Qasim or mbappe,2023-10-28,Saturday,00:00:00
"Please don't imagine that kind of thing,it will be a dearly combination",2023-10-28,Saturday,00:00:00
QN Qasim Will never happen. Forget.,2023-10-28,Saturday,00:00:00
QN Qasim imagine if mbappe joins City,2023-10-28,Saturday,00:00:00
QN Qasim he will sink with the Madrid ship.,2023-10-28,Saturday,00:00:00
"QN Qasim or rather Jude joins City next season, I believe we're imagining 🤷",2023-10-28,Saturday,00:00:00
They are under different Manager by them,2023-10-28,Saturday,00:00:00
They will reunite,2023-10-28,Saturday,00:00:00
"and Sancho too, that's why it wasn't best team :v",2023-10-28,Saturday,00:00:00
"JUDE BELLINGHAM FOR REAL MADRID 🚀\n\nBellingham first Real Madrid player to score on LaLiga, UCL and El Clasico debut 🏆",2023-10-28,Saturday,00:00:00
김재원 haaland would do same too🚶\u200d♂️,2023-10-28,Saturday,00:00:00
"Dortmund always produce stars, l guess they should focus on scouting for talent develop them and sell them",2023-10-28,Saturday,00:00:00
Clarissa Mabhikwa but Sancho is a scam,2023-10-28,Saturday,00:00:00
And they worn nothing..plus Prime sanchooooo,2023-10-28,Saturday,00:00:00
"Owiroh John Otieno says who they won the bundesliga and uefa champion league final twice, and win the Dfkb cup, with German cup too,try to confirm about any team b4 you can judge them, they are team which is outside England and Spain that we underated so much bcus we have no idea about the team progress and success, borussia Dortmund still the second best in Germany after Bayern Munich.",2023-10-28,Saturday,00:00:00
Owiroh John Otieno nothing?🤔,2023-10-28,Saturday,00:00:00
And sancho in his prime 🔥,2023-10-28,Saturday,00:00:00
Then another team from England (Manchester) chose to sign Sancho just imagine 🙄,2023-10-28,Saturday,00:00:00
Selling club. They’ve had so many great players. They’d rather sell than truly win anything.,2023-10-28,Saturday,00:00:00
Lewandoski as well,2023-10-28,Saturday,00:00:00
"They had aubimiyang ,lewadoski....e\ntc.all best scoring plyers",2023-10-28,Saturday,00:00:00
Dortmund and ajax makes great plyers👍,2023-10-28,Saturday,00:00:00
I can see Reus behind them. What a team it was!!,2023-10-28,Saturday,00:00:00
Muntasir Saniat na average player,2023-10-28,Saturday,00:00:00
And still they didn't won the bundesliga or ucl,2023-10-28,Saturday,00:00:00
Muntasir Saniat even lewadoski,2023-10-28,Saturday,00:00:00
Màngwàìr Phìlìpò winning title is a different thing. It needs a lot other factors including luck.,2023-10-28,Saturday,00:00:00
Tommy Danson if that makes u happy :-),2023-10-28,Saturday,00:00:00
Muntasir Saniat so you mean Bayern wins it by luck? I mean it's only luck they lack all these years?,2023-10-28,Saturday,00:00:00
Tommy Danson hope u feel better with that,2023-10-28,Saturday,00:00:00
And sad that they didn't win the UCL.,2023-10-28,Saturday,00:00:00
Fazlur Bolaji Jegede they couldn’t even win the Bundesliga lol,2023-10-28,Saturday,00:00:00
"Adam Schneider, yeah so true!",2023-10-28,Saturday,00:00:00
Fazlur Bolaji Jegede\nAdam Schneiderr\nRemember that they were still young then compare to now,2023-10-28,Saturday,00:00:00
Itz Kennie hahahaha dude that's silly excuse,2023-10-28,Saturday,00:00:00
Fazlur Bolaji Jegede as if you'd win the UCL if you were them,2023-10-28,Saturday,00:00:00
"For football betting fans\nSearch for ""KIROLBET"" on telegram and join the Channel his football tips are amazing",2023-10-28,Saturday,00:00:00
"Adam Schneider almost, but the last match really pain for them that season",2023-10-28,Saturday,00:00:00
Fazlur goes to show how important every player on the team is,2023-10-28,Saturday,00:00:00
"Ulrich Jiren Chau-luka how is that a silly excuse? They were developing. Thinks it is easy to win Bundesliga vs well oiled and experienced like Bayern? Same with Arsenal all these years but never got to the top. NBA OKC thunders with Durant, Westbrook and Harden but they couldn't do it cuz they were too inexperienced. LeBron 6 years in Cleveland, he couldn't do it with all his talent. Do u want me to go on ? Talent only doesn't win it all",2023-10-28,Saturday,00:00:00
Fazlur Bolaji Jegede Bundesliga they didn’t win,2023-10-28,Saturday,00:00:00
Fazlur Bolaji Jegede 1997,2023-10-28,Saturday,00:00:00
The real super stars. Not like ficticius Jr who is a fantasy created by Real Madrid in their eagerness to have a player similar to Neymar Jr.,2023-10-28,Saturday,00:00:00
I think they have a Job or\nSomething dey find Young talent make turn dem to good players which could win the league for them but would eventually sell them\nY,2023-10-28,Saturday,00:00:00
They still didn't win the bundesliga,2023-10-28,Saturday,00:00:00
"Ebenezer Jhon-Snow yet they couldn't win a single trophy, its goes beyond the players, proper system and the right coach is key",2023-10-28,Saturday,00:00:00
Thomas Asamoah oh yes true,2023-10-28,Saturday,00:00:00
And they never clinched Bundesliga.,2023-10-28,Saturday,00:00:00
"Stephen Didanda against Bayern??\nNo, they can't.",2023-10-28,Saturday,00:00:00
Stephen Didanda because of sancho🤣😂,2023-10-28,Saturday,00:00:00
Stephen Didanda bayernliga,2023-10-28,Saturday,00:00:00
Stephen Didanda last time they did was with Klopp,2023-10-28,Saturday,00:00:00
"Sancho, an English guy shouldn't have come to his home country",2023-10-28,Saturday,00:00:00
They had great players but couldn't managed them,2023-10-28,Saturday,00:00:00
And still not winning the league or Champions 😔,2023-10-28,Saturday,00:00:00
Dortmund really produces great players,2023-10-28,Saturday,00:00:00
That means you've undermined Dortmund this team knows how develop remember Lewandowski Isak a lot of players list is endless,2023-10-28,Saturday,00:00:00
Where is Sancho? MU destroys players!,2023-10-28,Saturday,00:00:00
Yet they couldn't win a league,2023-10-28,Saturday,00:00:00
Dortmund will be remembered as a club that produced too many talents.,2023-10-28,Saturday,00:00:00
"Soumyadip Maiti they didn't produce them, they bought them. HAALAND only spent a season or 2 with them",2023-10-28,Saturday,00:00:00
And they couldn’t win the Bundesliga! Bayern are unstoppable.,2023-10-28,Saturday,00:00:00
Ibe Nonso says by who? So the bundesliga have been Bayern Munich for the past 10yrs? Those guys carry it twice from Bayern that means u just started knowing about Dortmund but not record or long time,2023-10-28,Saturday,00:00:00
Adamson Opeyemi did you even read caption? I guess not. And I think Bayern have won it 11 straight seasons not 10 .. but anyways,2023-10-28,Saturday,00:00:00
And never won the UCL 😀😀,2023-10-28,Saturday,00:00:00
"so was sancho, both plays well for current club except sancho, a very inept small club",2023-10-28,Saturday,00:00:00
........And still lost matches,2023-10-28,Saturday,00:00:00
Where ever they get these super stars.,2023-10-28,Saturday,00:00:00
It's not that crazy. They're young and they sell all their great players and lose to Bayern. Lewandowski came from Borussia Dortmund too.,2023-10-28,Saturday,00:00:00
And they still lost the league,2023-10-28,Saturday,00:00:00
And Bayern Munich still won all the cups in the country..,2023-10-28,Saturday,00:00:00
Factory of great players,2023-10-28,Saturday,00:00:00
Crazy indeed and they can't win champions league during their time their,2023-10-28,Saturday,00:00:00
BVB has a knack for unearthing generational talent 👌🏾,2023-10-28,Saturday,00:00:00
IT IS crazy that they Had both in the Team and didn t win the Bundesliga,2023-10-28,Saturday,00:00:00
"For football betting fans\nSearch for ""KIROLBET"" on telegram and join the Channel his football tips are amazing",2023-10-28,Saturday,00:00:00
Jude more like his brother than himself in this picture 🤣🤣,2023-10-28,Saturday,00:00:00
Great young footballers,2023-10-28,Saturday,00:00:00
"And they NEVER won the Champions League or German league.\n\nSo that means,they are NOT that special.",2023-10-28,Saturday,00:00:00
Unfortunately Dortmund isnt more then a stepping stone for most players. Haaland was out injured so often there. Maybe they should look at that. Transfer fees they received where both a joke.,2023-10-28,Saturday,00:00:00
Yet we achieved nothing with them. Maybe they were still growing. That's football!,2023-10-28,Saturday,00:00:00
What did they win there? Just curious idk,2023-10-28,Saturday,00:00:00
Kenny Williams dfk porka only😁,2023-10-28,Saturday,00:00:00
Kenny Williams 🥇,2023-10-28,Saturday,00:00:00
Arcadias Lang what's that?,2023-10-28,Saturday,00:00:00
"Kenny Williams German cup , they only played 2 years together & 1 of those years erling was out for 6 months.",2023-10-28,Saturday,00:00:00
Arcadias Lang ok ok bet,2023-10-28,Saturday,00:00:00
Where are you reus?,2023-10-28,Saturday,00:00:00
An never won the bundas whatever League or champions league 🛒,2023-10-28,Saturday,00:00:00
🇫🇷France in world cup 2018:\n▶️They scored 14 goals.\n▶️In which 4 penalties were awarded\n▶️1 penalty scored in WC Final\n▶️2 own goals were in favour of France\n▶️1 of the own goal was in WC final\n\n🇦🇷Argentina in world cup 2022:\n▶️They scored 15 goals.\n▶️In which 4 penalties were scored\n▶️1 penalty scored in WC Final\n▶️00 own goals in favour of Argentina\n▶️Opponents got 2 penalties in WC Final\n\nWhere was the rigged shouts in 2018 world cup? Your problem is when Messi won something. How funny! Double standards! 😀,2023-10-28,Saturday,00:00:00
Dortmund always produces and have the bests but never keeps them. 😔,2023-10-28,Saturday,00:00:00
"They're very good in discovering good players, remember they produced players like Lewandosky, Aubamuyang, Golze Etc",2023-10-28,Saturday,00:00:00
Dortmund don't care if they have a whole team full of stars they only care about creating products to sell,2023-10-28,Saturday,00:00:00
Jose Ramirez That's true! I think the management need to change that and move towards silverware like Atletico Madrid,2023-10-28,Saturday,00:00:00
"I wonder why Dortmund are not winning titles, that means there is problem with club mentality, many great players just coming from this club, but not titles.",2023-10-28,Saturday,00:00:00
Aubameyang,2023-10-28,Saturday,00:00:00
Not as crazy as Bayern Munich beating them home and away every season..,2023-10-28,Saturday,00:00:00
They had the best scouts in the worldwide....,2023-10-28,Saturday,00:00:00
And didn’t win anything,2023-10-28,Saturday,00:00:00
"It's crazy that Borussia had Gundogan, Auba, Dembele, Lewandowski, Hakimi, Isak, Sancho,Mkhitary\nan, Immobile, and of course Bellingham and Halland. They are talent production company. And they r good at it.",2023-10-28,Saturday,00:00:00
And they did nothing,2023-10-28,Saturday,00:00:00
And still they didn't win the Bundesliga,2023-10-28,Saturday,00:00:00
"I respect Dortmund big time.\nThey lost Lewandoski, Hummels, Gotze, Haaland, Sancho name them, and they still play Champions league",2023-10-28,Saturday,00:00:00
And they won nothing . Remember to conclude sentence always 😂.,2023-10-28,Saturday,00:00:00
Foolish GOAL this is how you have no respect for the coaches! Continue! Their coach has never won a bundesliga not even a Champions league,2023-10-28,Saturday,00:00:00
Yet they couldn’t win any league,2023-11-07,Tuesday,00:00:00
And they didn't manage to win the league title,2023-10-28,Saturday,00:00:00
Dortmund creates starts for other teams\nIt's the source of greatness,2023-10-28,Saturday,00:00:00
Atuhura K Alfred they didn't create any of those 2,2023-10-28,Saturday,00:00:00
That's why I respect Bayern Munich,2023-10-28,Saturday,00:00:00
Reus was doing the assists along with Sancho 🥶🥶🥶🥶,2023-10-28,Saturday,00:00:00
"Real Madrid made Jude like this , he was good at Dortmund but he wasn't this good 🙌🏽",2023-10-28,Saturday,00:00:00
"Bandile Majola\nIphutha lelo baba, Jude has never played CAM at Dortmund, just a change of role😂😂",2023-10-28,Saturday,00:00:00
Nhlanzeko Zwide usho ukuth bemnandi kanje naku Dortmund?,2023-10-28,Saturday,00:00:00
"Bandile Majola\nThe only difference is he scores goals at Madrid since he's a CAM which he wasn't at Dortmund..\nNjengayzolo nje asbeni neqiniso, uthule iMatch yonke wavela ngama Goal amabili",2023-10-28,Saturday,00:00:00
"Since 1997 they won the champions league, Now they're academy team, they bring up good players and sell them.",2023-10-28,Saturday,00:00:00
David Fannieh just like arsenal,2023-10-28,Saturday,00:00:00
